Age Band,Gender,Patient Health Risk Level,Clinical Condition Type,Clinical Condition,Managing Physician Specialty,Managing Physician,Member Count,Episode Count,YTD Inpatient Short Stay Utilization,Annualized Inpatient Short Stay Utilization,Benchmark Inpatient Short Stay Utilization,YTD 30D Readmission Rate,YTD 30D Readmission Rate - D,YTD 30D Readmission Rate - N,Annualized 30D Readmission Rate,Annualized 30D Readmission Rate - D,Annualized 30D Readmission Rate - N,Benchmark 30D Readmission Rate,Benchmark 30D Readm Rate - D,Benchmark 30D Readm Rate - N,YTD 30D Post Discharge ER Rate,YTD 30D Post Discharge ER Rate - D,YTD 30D Post Discharge ER Rate - N,Annualized 30D Post Discharge ER Rate,Annualized 30D Post Discharge ER Rate - D,Annualized 30D Post Discharge ER Rate - N,Benchmark 30D Post Discharge ER Rate,Benchmark 30D ER Rate - D,Benchmark 30D ER Rate - N
65-74,M,Mid,Acute,Joint Replacement,Orthopedics,Physician7,3,3,0.168876058,0.371527328,0.353835551,0.077519842,1.674630193,0.129817068,0.096899803,3.684186424,0.356996938,0.08809073,3.306,0.291227953,0.048579645,1.674630193,0.081352939,0.060724556,3.684186424,0.223720584,0.05783291,3.306,0.191195601
65-74,M,Mid,Acute,Pneumonia,Primary Care,Physician12,1,1,0.049586411,0.109090104,0.103895337,0.088404418,0.514179307,0.045455722,0.110505523,1.131194476,0.125003237,0.100459566,1.134907495,0.114012314,0.057788977,0.514179307,0.029713896,0.072236221,1.131194476,0.081713214,0.068796401,1.134907495,0.078077551
65-74,M,Mid,Acute,Pneumonia,Primary Care,Physician10,2,2,0.099172822,0.218180208,0.207790674,0.088404418,1.067674397,0.094387134,0.110505523,2.348883673,0.259564618,0.100459566,2.26981499,0.228024629,0.057788977,1.067674397,0.061699811,0.072236221,2.348883673,0.169674479,0.068796401,2.26981499,0.156155101
65-74,M,Mid,Acute,Percutaneous Coronary Intervention,Cardiology,Physician25,2,2,0.075005899,0.165012978,0.157155217,0.08851276,0.975788321,0.086369717,0.11064095,2.146734306,0.237516723,0.100582682,2.394,0.24079494,0.054217403,0.975788321,0.052904709,0.067771754,2.146734306,0.145487949,0.064544527,2.394,0.154519599
65-74,M,Mid,Acute,Intracranial Hemorrhage,Neurology,Physician27,1,1,0.030966722,0.068126788,0.064882656,0.104232159,0.534775608,0.055740816,0.130290198,1.176506338,0.153287244,0.118445635,1.124315004,0.133170204,0.048901454,0.534775608,0.026151305,0.061126818,1.176506338,0.071916088,0.058216017,1.124315004,0.065453141
65-74,M,Mid,Acute,Intracranial Hemorrhage,Neurology,Physician28,2,2,0.061933444,0.136253577,0.129765311,0.104232159,1.011553999,0.105436457,0.130290198,2.225418798,0.289950256,0.118445635,2.248630007,0.266340409,0.048901454,1.011553999,0.049466461,0.061126818,2.225418798,0.136032769,0.058216017,2.248630007,0.130906282
65-74,M,Mid,Acute,Esophagitis,Gastroenterologist,Physician20,1,1,0.066964149,0.147321129,0.140305837,0.091704775,0.557613167,0.05113579,0.114630969,1.226748968,0.140623423,0.104209972,1.180184748,0.12298702,0.053200641,0.557613167,0.029665378,0.066500801,1.226748968,0.081579789,0.063334096,1.180184748,0.074745934
65-74,M,Mid,Acute,Esophagitis,Gastroenterologist,Physician19,1,1,0.066964149,0.147321129,0.140305837,0.091704775,0.533493449,0.048923897,0.114630969,1.173685587,0.134540717,0.104209972,1.180184748,0.12298702,0.053200641,0.533493449,0.028382193,0.066500801,1.173685587,0.078051032,0.063334096,1.180184748,0.074745934
65-74,M,Mid,Acute,Esophagitis,Gastroenterologist,Physician21,1,1,0.066964149,0.147321129,0.140305837,0.091704775,0.505544089,0.046360807,0.114630969,1.112196996,0.12749222,0.104209972,1.180184748,0.12298702,0.053200641,0.505544089,0.02689527,0.066500801,1.112196996,0.073961991,0.063334096,1.180184748,0.074745934
65-74,M,Mid,Acute,Sepsis,Intensive Care,Physician3,3,3,0.209714699,0.461372338,0.439402227,0.105105294,1.85423965,0.194890404,0.131381618,4.07932723,0.535948611,0.119437834,3.532358765,0.421897281,0.052183354,1.85423965,0.096760445,0.065229193,4.07932723,0.266091223,0.062123041,3.532358765,0.219440868
65-74,M,Mid,Acute,Sepsis,Intensive Care,Physician1,1,1,0.0699049,0.153790779,0.146467409,0.105105294,0.554849812,0.058317653,0.131381618,1.220669586,0.160373545,0.119437834,1.177452922,0.140632427,0.052183354,0.554849812,0.028953924,0.065229193,1.220669586,0.079623292,0.062123041,1.177452922,0.073146956
65-74,M,Mid,Acute,Spinal Fusion,Orthopedics,Physician8,1,1,0.045963642,0.101120012,0.096304773,0.071440801,0.496861206,0.035496162,0.089301001,1.093094653,0.097614446,0.081182728,1.102,0.089463366,0.054521766,0.496861206,0.02708975,0.068152208,1.093094653,0.074496814,0.064906864,1.102,0.071527365
65-74,M,Mid,Acute,Spinal Fusion,Orthopedics,Physician7,2,2,0.091927283,0.202240023,0.192609546,0.071440801,1.05568,0.075418624,0.089301001,2.322496,0.207401217,0.081182728,2.204,0.178926732,0.054521766,1.05568,0.057557538,0.068152208,2.322496,0.15828323,0.064906864,2.204,0.143054729
65-74,M,Mid,Acute,Seizures,Neurology,Physician29,1,1,0.03770068,0.082941496,0.078991901,0.072867963,0.474387173,0.034567627,0.091084954,1.04365178,0.095060974,0.082804503,1.137417379,0.094183281,0.049962648,0.474387173,0.023701639,0.06245331,1.04365178,0.065179508,0.059479343,1.137417379,0.067652838
65-74,M,Mid,Acute,Urinary Tract Infections,Primary Care,Physician12,2,2,0.080971085,0.178136387,0.169653702,0.101828608,1.08929674,0.11092157,0.127285759,2.396452829,0.305034318,0.115714327,2.328063886,0.269390345,0.052008953,1.08929674,0.056653183,0.065011191,2.396452829,0.155796252,0.06191542,2.328063886,0.144143053
65-74,M,Mid,Acute,Urinary Tract Infections,Primary Care,Physician9,1,1,0.040485543,0.089068194,0.084826851,0.101828608,0.508568464,0.051786819,0.127285759,1.118850621,0.142413751,0.115714327,1.164031943,0.134695173,0.052008953,0.508568464,0.026450113,0.065011191,1.118850621,0.072737811,0.06191542,1.164031943,0.072071526
65-74,M,Mid,Acute,Cellulitis,Dermatologist,Physician32,1,1,0.057363263,0.126199178,0.120189693,0.073187772,0.549960069,0.040250352,0.091484715,1.209912152,0.110688469,0.083167923,1.13530255,0.094420755,0.0529721,0.549960069,0.02913254,0.066215125,1.209912152,0.080114484,0.063062024,1.13530255,0.071594476
65-74,M,Mid,Acute,Cellulitis,Dermatologist,Physician34,1,1,0.057363263,0.126199178,0.120189693,0.073187772,0.553162346,0.04048472,0.091484715,1.216957162,0.111332979,0.083167923,1.13530255,0.094420755,0.0529721,0.553162346,0.029302171,0.066215125,1.216957162,0.08058097,0.063062024,1.13530255,0.071594476
65-74,M,Mid,Acute,Cellulitis,Dermatologist,Physician31,1,1,0.057363263,0.126199178,0.120189693,0.073187772,0.528851621,0.038705472,0.091484715,1.163473565,0.106440048,0.083167923,1.13530255,0.094420755,0.0529721,0.528851621,0.028014381,0.066215125,1.163473565,0.077039547,0.063062024,1.13530255,0.071594476
65-74,M,Mid,Acute,Small & Large Bowel Procedures,Gastroenterologist,Physician19,1,1,0.041899248,0.092178347,0.087788901,0.084415084,0.514573752,0.043437786,0.105518855,1.132062255,0.119453912,0.095926231,1.102,0.105710707,0.058692012,0.514573752,0.030201369,0.073365015,1.132062255,0.083053765,0.069871443,1.102,0.07699833
65-74,M,Mid,Acute,Acute Myocardial Infarction,Cardiology,Physician25,1,1,0.062459633,0.137411192,0.130867802,0.084704817,0.481652395,0.040798278,0.105881021,1.059635269,0.112195264,0.096255474,1.12084818,0.107887773,0.049933734,0.481652395,0.024050703,0.062417168,1.059635269,0.066139433,0.059444922,1.12084818,0.066628732
65-74,M,Mid,Acute,Acute Myocardial Infarction,Cardiology,Physician24,3,3,0.187378899,0.412233577,0.392603407,0.084704817,1.64982978,0.13974853,0.105881021,3.629625515,0.384308456,0.096255474,3.36254454,0.323663318,0.049933734,1.64982978,0.082382162,0.062417168,3.629625515,0.226550945,0.059444922,3.36254454,0.199886197
65-74,M,Mid,Acute,Hip & Femur Procedures,Orthopedics,Physician8,1,1,0.045684519,0.100505943,0.095719945,0.096228831,0.507461189,0.048832397,0.120286039,1.116414616,0.134289092,0.109350944,1.102,0.120504741,0.057013455,0.507461189,0.028932116,0.071266819,1.116414616,0.079563319,0.067873161,1.102,0.074796224
65-74,M,Mid,Acute,Hip & Femur Procedures,Orthopedics,Physician5,1,1,0.045684519,0.100505943,0.095719945,0.096228831,0.47447336,0.045658017,0.120286039,1.043841393,0.125559546,0.109350944,1.102,0.120504741,0.057013455,0.47447336,0.027051366,0.071266819,1.043841393,0.074391256,0.067873161,1.102,0.074796224
65-74,M,Mid,Acute,Hip & Femur Procedures,Orthopedics,Physician7,3,3,0.137053558,0.301517828,0.287159836,0.096228831,1.637407165,0.157565777,0.120286039,3.602295764,0.433305887,0.109350944,3.306,0.361514222,0.057013455,1.637407165,0.09335424,0.071266819,3.602295764,0.256724161,0.067873161,3.306,0.224388671
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician12,15,15,0.042722763,0.09399008,0.089514362,0.04800107,0.447345694,0.021473072,0.060001337,0.984160527,0.059050948,0.05454667,0.970488082,0.052936893,0.027979867,0.447345694,0.012516673,0.034974834,0.984160527,0.034420851,0.033309366,0.970488082,0.032326343
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician11,5,5,0.014240921,0.031330027,0.029838121,0.04800107,0.153561354,0.007371109,0.060001337,0.337834979,0.02027055,0.05454667,0.323496027,0.017645631,0.027979867,0.153561354,0.004296626,0.034974834,0.337834979,0.011815722,0.033309366,0.323496027,0.010775448
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician14,11,11,0.031330027,0.068926058,0.065643865,0.04800107,0.321057836,0.01541112,0.060001337,0.70632724,0.042380579,0.05454667,0.71169126,0.038820388,0.027979867,0.321057836,0.008983156,0.034974834,0.70632724,0.024703678,0.033309366,0.71169126,0.023705985
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician10,14,14,0.039874579,0.087724074,0.083546737,0.04800107,0.439687789,0.021105484,0.060001337,0.967313135,0.058040081,0.05454667,0.905788876,0.049407767,0.027979867,0.439687789,0.012302406,0.034974834,0.967313135,0.033831617,0.033309366,0.905788876,0.030171253
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician13,8,8,0.022785474,0.050128042,0.047740993,0.04800107,0.247427897,0.011876804,0.060001337,0.544341374,0.03266121,0.05454667,0.517593644,0.02823301,0.027979867,0.247427897,0.006923,0.034974834,0.544341374,0.019038249,0.033309366,0.517593644,0.017240716
65-74,M,Mid,Chronic,Hyperlipidemia,Primary Care,Physician9,3,3,0.008544553,0.018798016,0.017902872,0.04800107,0.083881425,0.004026398,0.060001337,0.184539135,0.011072595,0.05454667,0.194097616,0.010587379,0.027979867,0.083881425,0.002346991,0.034974834,0.184539135,0.006454226,0.033309366,0.194097616,0.006465269
65-74,M,Mid,Chronic,Chronic Kidney Disease,Nephrology,Physician38,2,2,0.034086259,0.074989771,0.071418829,0.059130009,0.246134961,0.014553963,0.073912512,0.541496915,0.040023397,0.067193192,0.57,0.03830012,0.025088951,0.246134961,0.006175268,0.031361189,0.541496915,0.016981987,0.029867799,0.57,0.017024645
65-74,M,Mid,Chronic,Chronic Kidney Disease,Nephrology,Physician39,9,9,0.153388167,0.337453968,0.321384731,0.059130009,1.227222393,0.072565672,0.073912512,2.699889265,0.199555597,0.067193192,2.565,0.172350539,0.025088951,1.227222393,0.030789723,0.031361189,2.699889265,0.084671737,0.029867799,2.565,0.076610904
65-74,M,Mid,Chronic,Chronic Kidney Disease,Nephrology,Physician36,8,8,0.136345038,0.299959083,0.285675317,0.059130009,1.094900969,0.064741505,0.073912512,2.408782133,0.178039138,0.067193192,2.28,0.153200479,0.025088951,1.094900969,0.027469917,0.031361189,2.408782133,0.075542271,0.029867799,2.28,0.068098582
65-74,M,Mid,Chronic,Chronic Kidney Disease,Nephrology,Physician37,2,2,0.034086259,0.074989771,0.071418829,0.059130009,0.241979056,0.014308224,0.073912512,0.532353923,0.039347616,0.067193192,0.57,0.03830012,0.025088951,0.241979056,0.006071001,0.031361189,0.532353923,0.016695252,0.029867799,0.57,0.017024645
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician12,1,1,0.01078891,0.023735601,0.022605335,0.059260417,0.088247654,0.005229593,0.074075521,0.194144838,0.01438138,0.067341383,0.19,0.012794863,0.022285566,0.088247654,0.001966649,0.027856958,0.194144838,0.005408285,0.026530436,0.19,0.005040783
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician11,3,3,0.032366729,0.071206804,0.067816004,0.059260417,0.273536009,0.016209858,0.074075521,0.60177922,0.044577109,0.067341383,0.57,0.038384588,0.022285566,0.273536009,0.006095905,0.027856958,0.60177922,0.016763738,0.026530436,0.57,0.015122348
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician16,1,1,0.01078891,0.023735601,0.022605335,0.059260417,0.089670006,0.005313882,0.074075521,0.197274013,0.014613175,0.067341383,0.19,0.012794863,0.022285566,0.089670006,0.001998347,0.027856958,0.197274013,0.005495454,0.026530436,0.19,0.005040783
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician14,2,2,0.021577819,0.047471203,0.045210669,0.059260417,0.172087914,0.010198001,0.074075521,0.378593411,0.028044504,0.067341383,0.38,0.025589725,0.022285566,0.172087914,0.003835077,0.027856958,0.378593411,0.010546461,0.026530436,0.38,0.010081566
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician15,3,3,0.032366729,0.071206804,0.067816004,0.059260417,0.2722986,0.016136528,0.074075521,0.59905692,0.044375453,0.067341383,0.57,0.038384588,0.022285566,0.2722986,0.006068328,0.027856958,0.59905692,0.016687903,0.026530436,0.57,0.015122348
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician10,2,2,0.021577819,0.047471203,0.045210669,0.059260417,0.184607182,0.010939898,0.074075521,0.406135799,0.030084721,0.067341383,0.38,0.025589725,0.022285566,0.184607182,0.004114076,0.027856958,0.406135799,0.011313708,0.026530436,0.38,0.010081566
65-74,M,Mid,Chronic,Depression ,Primary Care,Physician13,8,8,0.086311278,0.189884811,0.180842678,0.059260417,0.713968733,0.042310085,0.074075521,1.570731212,0.116352733,0.067341383,1.52,0.102358901,0.022285566,0.713968733,0.015911197,0.027856958,1.570731212,0.043755793,0.026530436,1.52,0.040326262
65-74,M,Mid,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician27,3,3,0.014438495,0.031764689,0.030252085,0.052264264,0.135118834,0.007061886,0.065330331,0.297261436,0.019420188,0.05939121,0.285,0.016926495,0.026306135,0.135118834,0.003554454,0.032882669,0.297261436,0.009774749,0.031316828,0.285,0.008925296
65-74,M,Mid,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician28,10,10,0.048128317,0.105882297,0.100840283,0.052264264,0.407469813,0.02129611,0.065330331,0.896433589,0.058564303,0.05939121,0.95,0.056421649,0.026306135,0.407469813,0.010718956,0.032882669,0.896433589,0.029477129,0.031316828,0.95,0.029750986
65-74,M,Mid,Chronic,Alzheimer's Disease/Dementia,Neurology,Physician29,6,6,0.02887699,0.063529378,0.06050417,0.052264264,0.235491148,0.012307772,0.065330331,0.518080526,0.033846372,0.05939121,0.57,0.033852989,0.026306135,0.235491148,0.006194862,0.032882669,0.518080526,0.017035871,0.031316828,0.57,0.017850592
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician12,9,9,0.024731915,0.054410212,0.05181925,0.055499202,0.230365251,0.012785088,0.069374003,0.506803552,0.035158991,0.063067275,0.485244041,0.030603019,0.024958958,0.230365251,0.005749677,0.031198697,0.506803552,0.01581161,0.029713045,0.485244041,0.014418078
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician11,14,14,0.038471867,0.084638108,0.080607722,0.055499202,0.356244385,0.019771279,0.069374003,0.783737648,0.054371018,0.063067275,0.754824064,0.047604697,0.024958958,0.356244385,0.008891488,0.031198697,0.783737648,0.024451593,0.029713045,0.754824064,0.022428121
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician16,5,5,0.013739953,0.030227896,0.028788472,0.055499202,0.126916929,0.007043788,0.069374003,0.279217244,0.019370418,0.063067275,0.269580023,0.017001677,0.024958958,0.126916929,0.003167714,0.031198697,0.279217244,0.008711214,0.029713045,0.269580023,0.008010043
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician14,8,8,0.021983924,0.048364633,0.046061555,0.055499202,0.197409859,0.01095609,0.069374003,0.434301689,0.030129247,0.063067275,0.431328036,0.027202684,0.024958958,0.197409859,0.004927144,0.031198697,0.434301689,0.013549647,0.029713045,0.431328036,0.012816069
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician15,19,19,0.05221182,0.114866004,0.109396194,0.055499202,0.504905812,0.02802187,0.069374003,1.110792787,0.077060142,0.063067275,1.024404086,0.064606374,0.024958958,0.504905812,0.012601923,0.031198697,1.110792787,0.034655288,0.029713045,1.024404086,0.030438164
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician10,9,9,0.024731915,0.054410212,0.05181925,0.055499202,0.239618965,0.013298661,0.069374003,0.527161722,0.036571319,0.063067275,0.485244041,0.030603019,0.024958958,0.239618965,0.00598064,0.031198697,0.527161722,0.016446759,0.029713045,0.485244041,0.014418078
65-74,M,Mid,Chronic,Hypertension,Primary Care,Physician13,33,33,0.090683687,0.199504112,0.190003916,0.055499202,0.834309576,0.046303516,0.069374003,1.835481067,0.127334668,0.063067275,1.77922815,0.112211071,0.024958958,0.834309576,0.020823497,0.031198697,1.835481067,0.057264618,0.029713045,1.77922815,0.052866286
65-74,M,Mid,Chronic,Stroke,Cardiology,Physician25,1,1,0.019089092,0.041996002,0.039996193,0.045558912,0.166233518,0.007573418,0.056948641,0.365713739,0.0208269,0.051771491,0.38,0.019673167,0.024703013,0.166233518,0.004106469,0.030878766,0.365713739,0.011292789,0.029408349,0.38,0.011175173
65-74,M,Mid,Chronic,Stroke,Cardiology,Physician23,1,1,0.019089092,0.041996002,0.039996193,0.045558912,0.184850338,0.00842158,0.056948641,0.406670743,0.023159346,0.051771491,0.38,0.019673167,0.024703013,0.184850338,0.00456636,0.030878766,0.406670743,0.012557491,0.029408349,0.38,0.011175173
65-74,M,Mid,Chronic,Stroke,Cardiology,Physician26,5,5,0.09544546,0.209980011,0.199980963,0.045558912,0.894594976,0.040756774,0.056948641,1.968108948,0.112081129,0.051771491,1.9,0.098365834,0.024703013,0.894594976,0.022099191,0.030878766,1.968108948,0.060772776,0.029408349,1.9,0.055875863
65-74,M,Mid,Chronic,Stroke,Cardiology,Physician24,6,6,0.114534551,0.251976013,0.239977155,0.045558912,1.138328757,0.05186102,0.056948641,2.504323265,0.142617806,0.051771491,2.28,0.118039,0.024703013,1.138328757,0.02812015,0.030878766,2.504323265,0.077330412,0.029408349,2.28,0.067051035
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician12,15,15,0.073655651,0.162042432,0.154326126,0.063012834,0.682690772,0.04301828,0.078766043,1.501919699,0.118300271,0.071605493,1.425,0.102037828,0.023356786,0.682690772,0.015945462,0.029195983,1.501919699,0.043850022,0.027805698,1.425,0.03962312
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician11,4,4,0.019641507,0.043211315,0.041153634,0.063012834,0.183501143,0.011562927,0.078766043,0.403702515,0.03179805,0.071605493,0.38,0.027210087,0.023356786,0.183501143,0.004285997,0.029195983,0.403702515,0.011786492,0.027805698,0.38,0.010566165
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician14,7,7,0.034372637,0.075619802,0.072018859,0.063012834,0.307693801,0.019388658,0.078766043,0.676926362,0.053318811,0.071605493,0.665,0.047617653,0.023356786,0.307693801,0.007186738,0.029195983,0.676926362,0.01976353,0.027805698,0.665,0.018490789
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician15,4,4,0.019641507,0.043211315,0.041153634,0.063012834,0.18635253,0.011742601,0.078766043,0.409975565,0.032292153,0.071605493,0.38,0.027210087,0.023356786,0.18635253,0.004352596,0.029195983,0.409975565,0.01196964,0.027805698,0.38,0.010566165
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician10,6,6,0.02946226,0.064816973,0.06173045,0.063012834,0.277219718,0.0174684,0.078766043,0.60988338,0.0480381,0.071605493,0.57,0.040815131,0.023356786,0.277219718,0.006474962,0.029195983,0.60988338,0.017806145,0.027805698,0.57,0.015849248
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician13,6,6,0.02946226,0.064816973,0.06173045,0.063012834,0.268291924,0.016905835,0.078766043,0.590242234,0.046491045,0.071605493,0.57,0.040815131,0.023356786,0.268291924,0.006266437,0.029195983,0.590242234,0.017232702,0.027805698,0.57,0.015849248
65-74,M,Mid,Chronic,Diabetes,Primary Care,Physician9,4,4,0.019641507,0.043211315,0.041153634,0.063012834,0.166894776,0.010516513,0.078766043,0.367168507,0.02892041,0.071605493,0.38,0.027210087,0.023356786,0.166894776,0.003898126,0.029195983,0.367168507,0.010719845,0.027805698,0.38,0.010566165
65-74,M,Mid,Chronic,Atrial Fibrillation,Cardiology,Physician25,10,10,0.025247488,0.055544474,0.052899499,0.049206566,0.361382644,0.017782399,0.061508207,0.795041816,0.048901597,0.055916552,0.810733928,0.045333446,0.023951256,0.361382644,0.008655568,0.02993907,0.795041816,0.023802813,0.0285134,0.810733928,0.023116781
65-74,M,Mid,Chronic,Atrial Fibrillation,Cardiology,Physician23,12,12,0.030296986,0.066653369,0.063479399,0.049206566,0.485888208,0.02390889,0.061508207,1.068954057,0.065749448,0.055916552,0.972880713,0.054400135,0.023951256,0.485888208,0.011637633,0.02993907,1.068954057,0.032003491,0.0285134,0.972880713,0.027740137
65-74,M,Mid,Chronic,Atrial Fibrillation,Cardiology,Physician22,3,3,0.007574246,0.016663342,0.01586985,0.049206566,0.11781811,0.005797425,0.061508207,0.259199842,0.015942918,0.055916552,0.243220178,0.013600034,0.023951256,0.11781811,0.002821892,0.02993907,0.259199842,0.007760202,0.0285134,0.243220178,0.006935034
65-74,M,Mid,Chronic,COPD,Primary Care,Physician12,5,5,0.06478027,0.142516594,0.135730089,0.054434491,0.459503146,0.02501282,0.068043113,1.010906921,0.068785254,0.061857376,0.95,0.058764507,0.02103955,0.459503146,0.009667739,0.026299437,1.010906921,0.026586283,0.025047083,0.95,0.023794729
65-74,M,Mid,Chronic,COPD,Primary Care,Physician11,3,3,0.038868162,0.085509956,0.081438054,0.054434491,0.287581162,0.015654334,0.068043113,0.632678556,0.043049419,0.061857376,0.57,0.035258704,0.02103955,0.287581162,0.006050578,0.026299437,0.632678556,0.01663909,0.025047083,0.57,0.014276837
65-74,M,Mid,Chronic,COPD,Primary Care,Physician13,2,2,0.025912108,0.057006638,0.054292036,0.054434491,0.187912998,0.010228948,0.068043113,0.413408595,0.028129608,0.061857376,0.38,0.023505803,0.02103955,0.187912998,0.003953605,0.026299437,0.413408595,0.010872413,0.025047083,0.38,0.009517892
65-74,M,Mid,Chronic,COPD,Primary Care,Physician9,1,1,0.012956054,0.028503319,0.027146018,0.054434491,0.087825728,0.004780749,0.068043113,0.193216602,0.013147059,0.061857376,0.19,0.011752901,0.02103955,0.087825728,0.001847814,0.026299437,0.193216602,0.005081488,0.025047083,0.19,0.004758946
65-74,M,Mid,Chronic,Heart Failure,Cardiology,Physician25,5,5,0.02846876,0.062631273,0.059648831,0.056062461,0.418313163,0.023451665,0.070078076,0.920288959,0.06449208,0.063707342,0.95,0.060521975,0.024048961,0.418313163,0.010059997,0.030061201,0.920288959,0.027664992,0.028629716,0.95,0.02719823
65-74,M,Mid,Chronic,Heart Failure,Cardiology,Physician23,10,10,0.056937521,0.125262546,0.119297663,0.056062461,0.927888466,0.052019711,0.070078076,2.041354624,0.143054205,0.063707342,1.9,0.12104395,0.024048961,0.927888466,0.022314754,0.030061201,2.041354624,0.061365572,0.028629716,1.9,0.05439646
65-74,M,Mid,Chronic,Heart Failure,Cardiology,Physician26,12,12,0.068325025,0.150315055,0.143157196,0.056062461,1.106762778,0.062047845,0.070078076,2.434878112,0.170631574,0.063707342,2.28,0.14525274,0.024048961,1.106762778,0.026616495,0.030061201,2.434878112,0.073195361,0.028629716,2.28,0.065275751
65-74,M,Mid,Chronic,Heart Failure,Cardiology,Physician24,9,9,0.051243769,0.112736292,0.107367897,0.056062461,0.84291605,0.047255948,0.070078076,1.85441531,0.129953857,0.063707342,1.71,0.108939555,0.024048961,0.84291605,0.020271255,0.030061201,1.85441531,0.055745952,0.028629716,1.71,0.048956814
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician12,4,4,0.028826162,0.063417557,0.060397674,0.048793595,0.340172314,0.01659823,0.060991994,0.748379092,0.045645133,0.055447267,0.76,0.042139923,0.028034428,0.340172314,0.009536536,0.035043035,0.748379092,0.026225475,0.033374319,0.76,0.025364482
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician11,9,9,0.064858866,0.142689504,0.135894766,0.048793595,0.770970954,0.037618445,0.060991994,1.696136098,0.103450722,0.055447267,1.71,0.094814827,0.028034428,0.770970954,0.02161373,0.035043035,1.696136098,0.059437756,0.033374319,1.71,0.057070085
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician16,3,3,0.021619622,0.047563168,0.045298255,0.048793595,0.25667119,0.01252391,0.060991994,0.564676617,0.034440753,0.055447267,0.57,0.031604942,0.028034428,0.25667119,0.00719563,0.035043035,0.564676617,0.019787982,0.033374319,0.57,0.019023362
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician14,9,9,0.064858866,0.142689504,0.135894766,0.048793595,0.742478959,0.036228218,0.060991994,1.63345371,0.099627599,0.055447267,1.71,0.094814827,0.028034428,0.742478959,0.020814973,0.035043035,1.63345371,0.057241175,0.033374319,1.71,0.057070085
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician15,3,3,0.021619622,0.047563168,0.045298255,0.048793595,0.262912337,0.012828438,0.060991994,0.578407142,0.035278205,0.055447267,0.57,0.031604942,0.028034428,0.262912337,0.007370597,0.035043035,0.578407142,0.020269142,0.033374319,0.57,0.019023362
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician10,5,5,0.036032703,0.079271947,0.075497092,0.048793595,0.447513616,0.021835798,0.060991994,0.984529955,0.060048445,0.055447267,0.95,0.052674904,0.028034428,0.447513616,0.012545788,0.035043035,0.984529955,0.034500917,0.033374319,0.95,0.031705603
65-74,M,Mid,Chronic,Arthritis,Primary Care,Physician13,7,7,0.050445784,0.110980725,0.105695929,0.048793595,0.607503255,0.029642268,0.060991994,1.336507161,0.081516237,0.055447267,1.33,0.073744865,0.028034428,0.607503255,0.017031006,0.035043035,1.336507161,0.046835267,0.033374319,1.33,0.044387844
65-74,M,Mid,Chronic,Ischemic Heart Disease,Cardiology,Physician25,21,21,0.106747972,0.234845539,0.223662418,0.062210176,0.874203046,0.054384325,0.07776272,1.923246701,0.149556895,0.070693382,1.995,0.141033297,0.02240966,0.874203046,0.019590593,0.028012074,1.923246701,0.05387413,0.026678166,1.995,0.053222941
65-74,M,Mid,Chronic,Ischemic Heart Disease,Cardiology,Physician23,12,12,0.060998841,0.134197451,0.127807096,0.062210176,0.548294253,0.034109482,0.07776272,1.206247357,0.093801075,0.070693382,1.14,0.080590455,0.02240966,0.548294253,0.012287088,0.028012074,1.206247357,0.033789491,0.026678166,1.14,0.030413109
